Date UTC,Time UTC,Date Local (America/Los_Angeles),Time Local (America/Los_Angeles),Value (psi)
2019-11-05,07:52:04,2019-11-04,23:52:04,127.77679538423584
2019-11-05,07:52:05,2019-11-04,23:52:05,127.76809347405188
2019-11-05,07:52:06,2019-11-04,23:52:06,127.82756390397644
2019-11-05,07:52:07,2019-11-04,23:52:07,127.79710279213208
2019-11-05,07:52:08,2019-11-04,23:52:08,127.76518988652356
2019-11-05,07:52:09,2019-11-04,23:52:09,127.74778606615564
2019-11-05,07:52:10,2019-11-04,23:52:10,127.7202285418396
2019-11-05,07:52:11,2019-11-04,23:52:11,127.69267101752357
2019-11-05,07:52:12,2019-11-04,23:52:12,127.71878560047644
2019-11-05,07:52:13,2019-11-04,23:52:13,127.71443021918395
2019-11-05,07:52:14,2019-11-04,23:52:14,127.61870920716039
2019-11-05,07:52:15,2019-11-04,23:52:15,127.60855550321227
2019-11-05,07:52:16,2019-11-04,23:52:16,127.56214236476416
2019-11-05,07:52:17,2019-11-04,23:52:17,127.60130538679248
2019-11-05,07:52:18,2019-11-04,23:52:18,127.54763327952355
2019-11-05,07:52:19,2019-11-04,23:52:19,127.5316812529198
2019-11-05,07:52:20,2019-11-04,23:52:20,127.5751908038396
2019-11-05,07:52:21,2019-11-04,23:52:21,127.57664259760377
2019-11-05,07:52:22,2019-11-04,23:52:22,127.49397002465564
2019-11-05,07:52:23,2019-11-04,23:52:23,127.48962349576416
2019-11-05,07:52:24,2019-11-04,23:52:24,127.51137384502356
2019-11-05,07:52:25,2019-11-04,23:52:25,127.4954218184198
2019-11-05,07:52:26,2019-11-04,23:52:26,127.4664125003396
2019-11-05,07:52:27,2019-11-04,23:52:27,127.44175856355189
2019-11-05,07:52:28,2019-11-04,23:52:28,127.42000821429248
2019-11-05,07:52:29,2019-11-04,23:52:29,127.39099889621228
2019-11-05,07:52:30,2019-11-04,23:52:30,127.41129745170753
2019-11-05,07:52:31,2019-11-04,23:52:31,127.41129745170753
2019-11-05,07:52:32,2019-11-04,23:52:32,127.41710462676416
2019-11-05,07:52:33,2019-11-04,23:52:33,127.41274924547167
2019-11-05,07:52:34,2019-11-04,23:52:34,127.36198957813208
2019-11-05,07:52:35,2019-11-04,23:52:35,127.39099889621228
2019-11-05,07:52:36,2019-11-04,23:52:36,127.3938936313396
2019-11-05,07:52:37,2019-11-04,23:52:37,127.37648981097168
2019-11-05,07:52:38,2019-11-04,23:52:38,127.3793933985
2019-11-05,07:52:39,2019-11-04,23:52:39,127.35619125547645
2019-11-05,07:52:40,2019-11-04,23:52:40,127.343133964
2019-11-05,07:52:41,2019-11-04,23:52:41,127.36633610702356
2019-11-05,07:52:42,2019-11-04,23:52:42,127.3648931656604
2019-11-05,07:52:43,2019-11-04,23:52:43,127.3213747623396
2019-11-05,07:52:44,2019-11-04,23:52:44,127.29817261931603
2019-11-05,07:52:45,2019-11-04,23:52:45,127.2923742966604
2019-11-05,07:52:46,2019-11-04,23:52:46,127.26625971370751
2019-11-05,07:52:47,2019-11-04,23:52:47,127.26191318481604
2019-11-05,07:52:48,2019-11-04,23:52:48,127.28076879894812
2019-11-05,07:52:49,2019-11-04,23:52:49,127.30832632326415
2019-11-05,07:52:50,2019-11-04,23:52:50,127.24305757068396
2019-11-05,07:52:51,2019-11-04,23:52:51,127.3141246459198
2019-11-05,07:52:52,2019-11-04,23:52:52,127.30397094197168
2019-11-05,07:52:53,2019-11-04,23:52:53,127.34023037647168
2019-11-05,07:52:54,2019-11-04,23:52:54,127.40259554152355
2019-11-05,07:52:55,2019-11-04,23:52:55,127.55053686705187
2019-11-05,07:52:56,2019-11-04,23:52:56,127.65061326036792
2019-11-05,07:52:57,2019-11-04,23:52:57,127.92038132847168
2019-11-05,07:52:58,2019-11-04,23:52:58,128.32793701815564
2019-11-05,07:52:59,2019-11-04,23:52:59,128.78045405252357
2019-11-05,07:53:00,2019-11-04,23:53:00,129.518700034
2019-11-05,07:53:01,2019-11-04,23:53:01,130.40923386989624
2019-11-05,07:53:02,2019-11-04,23:53:02,131.58403600673583
2019-11-05,07:53:03,2019-11-04,23:53:03,133.07647999629248
2019-11-05,07:53:04,2019-11-04,23:53:04,134.92280756826415
2019-11-05,07:53:05,2019-11-04,23:53:05,137.04760511852356
2019-11-05,07:53:06,2019-11-04,23:53:06,138.69524055002833
2019-11-05,07:53:07,2019-11-04,23:53:07,140.11515681818395
2019-11-05,07:53:08,2019-11-04,23:53:08,141.33637209347168
2019-11-05,07:53:09,2019-11-04,23:53:09,142.46476994426416
2019-11-05,07:53:10,2019-11-04,23:53:10,143.5249954549481
2019-11-05,07:53:11,2019-11-04,23:53:11,144.54171141471227
2019-11-05,07:53:12,2019-11-04,23:53:12,145.51056244226416
2019-11-05,07:53:13,2019-11-04,23:53:13,146.41414471723584
2019-11-05,07:53:14,2019-11-04,23:53:14,147.285822939
2019-11-05,07:53:15,2019-11-04,23:53:15,148.12414531379247
2019-11-05,07:53:16,2019-11-04,23:53:16,148.9247564603208
2019-11-05,07:53:17,2019-11-04,23:53:17,149.69199405507544
2019-11-05,07:53:18,2019-11-04,23:53:18,150.45199038581129
2019-11-05,07:53:19,2019-11-04,23:53:19,151.16413063673585
2019-11-05,07:53:20,2019-11-04,23:53:20,151.88206035791504
2019-11-05,07:53:21,2019-11-04,23:53:21,152.55358579304712
2019-11-05,07:53:22,2019-11-04,23:53:22,153.22222534545287
2019-11-05,07:53:23,2019-11-04,23:53:23,153.8748951664529
2019-11-05,07:53:24,2019-11-04,23:53:24,154.51159525604712
2019-11-05,07:53:25,2019-11-04,23:53:25,155.10771593945287
2019-11-05,07:53:26,2019-11-04,23:53:26,155.7168673571321
2019-11-05,07:53:27,2019-11-04,23:53:27,156.30282548418873
2019-11-05,07:53:28,2019-11-04,23:53:28,156.88876590644335
2019-11-05,07:53:29,2019-11-04,23:53:29,157.43410921770752
2019-11-05,07:53:30,2019-11-04,23:53:30,157.9968563493396
2019-11-05,07:53:31,2019-11-04,23:53:31,158.54219966060376
2019-11-05,07:53:32,2019-11-04,23:53:32,159.08173579681127
2019-11-05,07:53:33,2019-11-04,23:53:33,159.59807864239625
2019-11-05,07:53:34,2019-11-04,23:53:34,160.12746992705664
2019-11-05,07:53:35,2019-11-04,23:53:35,160.63800559758496
2019-11-05,07:53:36,2019-11-04,23:53:36,161.13837871176415
2019-11-05,07:53:37,2019-11-04,23:53:37,161.62860697439623
2019-11-05,07:53:38,2019-11-04,23:53:38,162.11012447444335
2019-11-05,07:53:39,2019-11-04,23:53:39,162.57425585892457
2019-11-05,07:53:40,2019-11-04,23:53:40,163.04127312613207
2019-11-05,07:53:41,2019-11-04,23:53:41,163.5010491293208
2019-11-05,07:53:42,2019-11-04,23:53:42,163.97530766054712
2019-11-05,07:53:43,2019-11-04,23:53:43,164.4263906059529
2019-11-05,07:53:44,2019-11-04,23:53:44,164.86729329020753
2019-11-05,07:53:45,2019-11-04,23:53:45,165.29080985889624
2019-11-05,07:53:46,2019-11-04,23:53:46,165.73897151197167
2019-11-05,07:53:47,2019-11-04,23:53:47,166.1726329322075
2019-11-05,07:53:48,2019-11-04,23:53:48,166.5903423258396
2019-11-05,07:53:49,2019-11-04,23:53:49,167.03706988995287
2019-11-05,07:53:50,2019-11-04,23:53:50,167.42430931933959
2019-11-05,07:53:51,2019-11-04,23:53:51,167.8130182472925
2019-11-05,07:53:52,2019-11-04,23:53:52,168.2394206987075
2019-11-05,07:53:53,2019-11-04,23:53:53,168.64117806573583
2019-11-05,07:53:54,2019-11-04,23:53:54,169.0269834061604
2019-11-05,07:53:55,2019-11-04,23:53:55,169.41712642307544
2019-11-05,07:53:56,2019-11-04,23:53:56,169.80583535102832
2019-11-05,07:53:57,2019-11-04,23:53:57,170.16262252097167
2019-11-05,07:53:58,2019-11-04,23:53:58,170.54116889257543
2019-11-05,07:53:59,2019-11-04,23:53:59,170.9052150313396
2019-11-05,07:54:00,2019-11-04,23:54:00,171.29827934058497
2019-11-05,07:54:01,2019-11-04,23:54:01,171.63911448392457
2019-11-05,07:54:02,2019-11-04,23:54:02,171.98864268504713
2019-11-05,07:54:03,2019-11-04,23:54:03,172.33528500344335
2019-11-05,07:54:04,2019-11-04,23:54:04,172.6746860578208
2019-11-05,07:54:05,2019-11-04,23:54:05,173.01987658245287
2019-11-05,07:54:06,2019-11-04,23:54:06,173.36216351955665
2019-11-05,07:54:07,2019-11-04,23:54:07,173.69573969407543
2019-11-05,07:54:08,2019-11-04,23:54:08,174.0119297530283
2019-11-05,07:54:09,2019-11-04,23:54:09,174.3498613088396
2019-11-05,07:54:10,2019-11-04,23:54:10,174.65298522391504
2019-11-05,07:54:11,2019-11-04,23:54:11,174.96772348910375
2019-11-05,07:54:12,2019-11-04,23:54:12,175.26939561041505
2019-11-05,07:54:13,2019-11-04,23:54:13,175.59284463818872
2019-11-05,07:54:14,2019-11-04,23:54:14,175.8872577906792
2019-11-05,07:54:15,2019-11-04,23:54:15,176.17299559018872
2019-11-05,07:54:16,2019-11-04,23:54:16,176.4601674786604
2019-11-05,07:54:17,2019-11-04,23:54:17,176.74588757336792
2019-11-05,07:54:18,2019-11-04,23:54:18,177.02291461029247
2019-11-05,07:54:19,2019-11-04,23:54:19,177.3013757361792
2019-11-05,07:54:20,2019-11-04,23:54:20,177.57549918557544
2019-11-05,07:54:21,2019-11-04,23:54:21,177.8525262225
2019-11-05,07:54:22,2019-11-04,23:54:22,178.10779405776415
2019-11-05,07:54:23,2019-11-04,23:54:23,178.3645136867925
2019-11-05,07:54:24,2019-11-04,23:54:24,178.6241191985471
2019-11-05,07:54:25,2019-11-04,23:54:25,178.8605314196792
2019-11-05,07:54:26,2019-11-04,23:54:26,179.1187028424717
2019-11-05,07:54:27,2019-11-04,23:54:27,179.35801865113208
2019-11-05,07:54:28,2019-11-04,23:54:28,179.56543040658497
2019-11-05,07:54:29,2019-11-04,23:54:29,179.78587289631128
2019-11-05,07:54:30,2019-11-04,23:54:30,179.99038106423583
2019-11-05,07:54:31,2019-11-04,23:54:31,180.2021304961792
2019-11-05,07:54:32,2019-11-04,23:54:32,180.39939740008495
2019-11-05,07:54:33,2019-11-04,23:54:33,180.60679145073584
2019-11-05,07:54:34,2019-11-04,23:54:34,180.79389579829248
2019-11-05,07:54:35,2019-11-04,23:54:35,180.97954835208495
2019-11-05,07:54:36,2019-11-04,23:54:36,181.18694240273584
2019-11-05,07:54:37,2019-11-04,23:54:37,181.37114316276416
2019-11-05,07:54:38,2019-11-04,23:54:38,181.56694056810375
2019-11-05,07:54:39,2019-11-04,23:54:39,181.7569485031887
2019-11-05,07:54:40,2019-11-04,23:54:40,181.95274590852833
2019-11-05,07:54:41,2019-11-04,23:54:41,182.11954284818873
2019-11-05,07:54:42,2019-11-04,23:54:42,182.29358105186793
2019-11-05,07:54:43,2019-11-04,23:54:43,182.48792666344335
2019-11-05,07:54:44,2019-11-04,23:54:44,182.66632024841505
2019-11-05,07:54:45,2019-11-04,23:54:45,182.83021360054713
2019-11-05,07:54:46,2019-11-04,23:54:46,183.01007668408496
2019-11-05,07:54:47,2019-11-04,23:54:47,183.17685591894335
2019-11-05,07:54:48,2019-11-04,23:54:48,183.27984475218872
2019-11-05,07:54:49,2019-11-04,23:54:49,181.02740443189623
2019-11-05,07:54:50,2019-11-04,23:54:50,177.29992394241503
2019-11-05,07:54:51,2019-11-04,23:54:51,173.02711784647167
2019-11-05,07:54:52,2019-11-04,23:54:52,168.2075166455
2019-11-05,07:54:53,2019-11-04,23:54:53,163.6315689296792
2019-11-05,07:54:54,2019-11-04,23:54:54,159.78227940242456
2019-11-05,07:54:55,2019-11-04,23:54:55,156.74808354973584
2019-11-05,07:54:56,2019-11-04,23:54:56,154.2287787488679
2019-11-05,07:54:57,2019-11-04,23:54:57,152.16053918860376
2019-11-05,07:54:58,2019-11-04,23:54:58,150.3243564681792
2019-11-05,07:54:59,2019-11-04,23:54:59,148.75215234560375
2019-11-05,07:55:00,2019-11-04,23:55:00,147.33223607744813
2019-11-05,07:55:01,2019-11-04,23:55:01,146.1762807023396
2019-11-05,07:55:02,2019-11-04,23:55:02,145.09285304863207
2019-11-05,07:55:03,2019-11-04,23:55:03,144.04278124189625
2019-11-05,07:55:04,2019-11-04,23:55:04,143.19866054444813
2019-11-05,07:55:05,2019-11-04,23:55:05,142.3791937837877
2019-11-05,07:55:06,2019-11-04,23:55:06,141.5133227370802
2019-11-05,07:55:07,2019-11-04,23:55:07,140.81858630652357
2019-11-05,07:55:08,2019-11-04,23:55:08,140.2369924131604
2019-11-05,07:55:09,2019-11-04,23:55:09,139.63072687820753
2019-11-05,07:55:10,2019-11-04,23:55:10,139.05638310126415
2019-11-05,07:55:11,2019-11-04,23:55:11,138.56325125110376
2019-11-05,07:55:12,2019-11-04,23:55:12,138.07302298847168
2019-11-05,07:55:13,2019-11-04,23:55:13,137.56539090547167
2019-11-05,07:55:14,2019-11-04,23:55:14,137.12738295634435
2019-11-05,07:55:15,2019-11-04,23:55:15,136.72127020802355
2019-11-05,07:55:16,2019-11-04,23:55:16,136.3427238364198
2019-11-05,07:55:17,2019-11-04,23:55:17,135.94241826315564
2019-11-05,07:55:18,2019-11-04,23:55:18,135.7002077193679
2019-11-05,07:55:19,2019-11-04,23:55:19,135.3129594375802
2019-11-05,07:55:20,2019-11-04,23:55:20,134.9721154418396
2019-11-05,07:55:21,2019-11-04,23:55:21,134.6936454635519
2019-11-05,07:55:22,2019-11-04,23:55:22,134.4209738079198
2019-11-05,07:55:23,2019-11-04,23:55:23,134.0757832832877
2019-11-05,07:55:24,2019-11-04,23:55:24,133.90318802097167
2019-11-05,07:55:25,2019-11-04,23:55:25,133.6087660160802
2019-11-05,07:55:26,2019-11-04,23:55:26,133.35349818081605
2019-11-05,07:55:27,2019-11-04,23:55:27,133.10402866820752
2019-11-05,07:55:28,2019-11-04,23:55:28,132.90968305663208
2019-11-05,07:55:29,2019-11-04,23:55:29,132.71532859265565
2019-11-05,07:55:30,2019-11-04,23:55:30,132.5064738958396
2019-11-05,07:55:31,2019-11-04,23:55:31,132.2845707599481
2019-11-05,07:55:32,2019-11-04,23:55:32,132.10617717497644
2019-11-05,07:55:33,2019-11-04,23:55:33,131.90166900705188
2019-11-05,07:55:34,2019-11-04,23:55:34,131.69716969152833
2019-11-05,07:55:35,2019-11-04,23:55:35,131.5376228682877
2019-11-05,07:55:36,2019-11-04,23:55:36,131.40854600929248
2019-11-05,07:55:37,2019-11-04,23:55:37,131.24320086339623
2019-11-05,07:55:38,2019-11-04,23:55:38,131.11701873952833
2019-11-05,07:55:39,2019-11-04,23:55:39,130.96472203270753
2019-11-05,07:55:40,2019-11-04,23:55:40,130.84289529013208
2019-11-05,07:55:41,2019-11-04,23:55:41,130.68480026065563
2019-11-05,07:55:42,2019-11-04,23:55:42,130.55281981413208
2019-11-05,07:55:43,2019-11-04,23:55:43,130.4367913942123
2019-11-05,07:55:44,2019-11-04,23:55:44,130.30625388905187
2019-11-05,07:55:45,2019-11-04,23:55:45,130.2511388404198
2019-11-05,07:55:46,2019-11-04,23:55:46,130.08579369452355
2019-11-05,07:55:47,2019-11-04,23:55:47,129.97846718478772
2019-11-05,07:55:48,2019-11-04,23:55:48,129.9277075174481
2019-11-05,07:55:49,2019-11-04,23:55:49,129.8015253935802
2019-11-05,07:55:50,2019-11-04,23:55:50,129.72030461439624
2019-11-05,07:55:51,2019-11-04,23:55:51,129.65068048052356
2019-11-05,07:55:52,2019-11-04,23:55:52,129.51724824023583
2019-11-05,07:55:53,2019-11-04,23:55:53,129.5404592356604
2019-11-05,07:55:54,2019-11-04,23:55:54,129.36930691470752
2019-11-05,07:55:55,2019-11-04,23:55:55,129.30259522076415
2019-11-05,07:55:56,2019-11-04,23:55:56,129.2402300557123
2019-11-05,07:55:57,2019-11-04,23:55:57,129.1488555725802
2019-11-05,07:55:58,2019-11-04,23:55:58,129.08503861376417
2019-11-05,07:55:59,2019-11-04,23:55:59,129.09519231771228
2019-11-05,07:56:00,2019-11-04,23:56:00,129.00091424705187
2019-11-05,07:56:01,2019-11-04,23:56:01,128.92839537805187
2019-11-05,07:56:02,2019-11-04,23:56:02,128.85587650905188
2019-11-05,07:56:03,2019-11-04,23:56:03,128.77465572986793
2019-11-05,07:56:04,2019-11-04,23:56:04,128.66732922013207
2019-11-05,07:56:05,2019-11-04,23:56:05,128.70793518352355
2019-11-05,07:56:06,2019-11-04,23:56:06,128.64992539976416
2019-11-05,07:56:07,2019-11-04,23:56:07,128.61511775902832
2019-11-05,07:56:08,2019-11-04,23:56:08,128.5788583245283
2019-11-05,07:56:09,2019-11-04,23:56:09,128.49183037028772
2019-11-05,07:56:10,2019-11-04,23:56:10,128.4164167661604
2019-11-05,07:56:11,2019-11-04,23:56:11,128.35839813
2019-11-05,07:56:12,2019-11-04,23:56:12,128.3148885790802
2019-11-05,07:56:13,2019-11-04,23:56:13,128.25977353044811
2019-11-05,07:56:14,2019-11-04,23:56:14,128.1654954597877
2019-11-05,07:56:15,2019-11-04,23:56:15,128.1843510739198
2019-11-05,07:56:16,2019-11-04,23:56:16,128.10167850097167
2019-11-05,07:56:17,2019-11-04,23:56:17,128.00740928271227
2019-11-05,07:56:18,2019-11-04,23:56:18,128.02915963197168
2019-11-05,07:56:19,2019-11-04,23:56:19,127.99435199123585
2019-11-05,07:56:20,2019-11-04,23:56:20,127.96244793802832
2019-11-05,07:56:21,2019-11-04,23:56:21,127.90297750810376
2019-11-05,07:56:22,2019-11-04,23:56:22,127.84931425323585
2019-11-05,07:56:23,2019-11-04,23:56:23,127.78985267571228
2019-11-05,07:56:24,2019-11-04,23:56:24,127.74489133102831
2019-11-05,07:56:25,2019-11-04,23:56:25,127.70137292770752
2019-11-05,07:56:26,2019-11-04,23:56:26,127.68832448863208
2019-11-05,07:56:27,2019-11-04,23:56:27,127.65206505413208
2019-11-05,07:56:28,2019-11-04,23:56:28,127.59404641797168
2019-11-05,07:56:29,2019-11-04,23:56:29,127.59259462420752
2019-11-05,07:56:30,2019-11-04,23:56:30,127.53603663421228
2019-11-05,07:56:31,2019-11-04,23:56:31,127.4809215855802
2019-11-05,07:56:32,2019-11-04,23:56:32,127.43596024089624
2019-11-05,07:56:33,2019-11-04,23:56:33,127.415652833
2019-11-05,07:56:34,2019-11-04,23:56:34,127.34748934529247
2019-11-05,07:56:35,2019-11-04,23:56:35,127.34458575776416
2019-11-05,07:56:36,2019-11-04,23:56:36,127.29672082555187
2019-11-05,07:56:37,2019-11-04,23:56:37,127.25900959728772
2019-11-05,07:56:38,2019-11-04,23:56:38,127.25321127463208
2019-11-05,07:56:39,2019-11-04,23:56:39,127.23145207297168
2019-11-05,07:56:40,2019-11-04,23:56:40,127.22129836902356
2019-11-05,07:56:41,2019-11-04,23:56:41,127.18939431581605
2019-11-05,07:56:42,2019-11-04,23:56:42,127.13718285471228
2019-11-05,07:56:43,2019-11-04,23:56:43,127.08786612873584
2019-11-05,07:56:44,2019-11-04,23:56:44,127.07191410213208
2019-11-05,07:56:45,2019-11-04,23:56:45,127.01825084726416
2019-11-05,07:56:46,2019-11-04,23:56:46,127.01389546597169
2019-11-05,07:56:47,2019-11-04,23:56:47,126.980539619
2019-11-05,07:56:48,2019-11-04,23:56:48,126.99359691047644
2019-11-05,07:56:49,2019-11-04,23:56:49,126.97618423770751
2019-11-05,07:56:50,2019-11-04,23:56:50,126.93992480320752
2019-11-05,07:56:51,2019-11-04,23:56:51,126.92687636413208
2019-11-05,07:56:52,2019-11-04,23:56:52,126.87755963815565
2019-11-05,07:56:53,2019-11-04,23:56:53,126.835501881
2019-11-05,07:56:54,2019-11-04,23:56:54,126.80794435668396
2019-11-05,07:56:55,2019-11-04,23:56:55,126.7919923300802
2019-11-05,07:56:56,2019-11-04,23:56:56,126.7992424465
2019-11-05,07:56:57,2019-11-04,23:56:57,126.78183862613209
2019-11-05,07:56:58,2019-11-04,23:56:58,126.76153121823585
2019-11-05,07:56:59,2019-11-04,23:56:59,126.75282930805189
2019-11-05,07:57:00,2019-11-04,23:57:00,126.67451211639624
