UTC,SPM,
1706436764000,0
1706436780000,0
1706436795000,0
1706436810000,0
1706436826000,0
1706436841000,0
1706436857000,0
1706436872000,0
1706436887000,0
1706436903000,0
1706436918000,0
1706436933000,0
1706436949000,0
1706436964000,0
1706436979000,0
1706436995000,0
1706437010000,0
1706437025000,0
1706437041000,0
1706437056000,0
1706437072000,0
1706437087000,0
1706437102000,0
1706437118000,0
1706437133000,0
1706437148000,0
1706437164000,0
1706437179000,0
1706437194000,0
1706437210000,6.435006618499756
1706437225000,6.41162633895874
1706437241000,6.412996768951416
1706437256000,6.428112506866455
1706437271000,6.439149856567383
1706437287000,6.437768459320068
1706437302000,6.4040985107421875
1706437317000,6.402731895446777
1706437333000,6.404782295227051
1706437348000,6.404782295227051
1706437363000,6.404782295227051
1706437379000,6.408886909484863
1706437394000,6.446760654449463
1706437409000,6.4288010597229
1706437425000,6.4384589195251465
1706437440000,6.413682460784912
1706437456000,6.4212327003479
1706437471000,6.40751838684082
1706437486000,6.405466079711914
1706437502000,6.406149864196777
1706437517000,6.406149864196777
1706437532000,6.40751838684082
1706437548000,6.406149864196777
1706437563000,6.423295021057129
1706437578000,6.40751838684082
1706437594000,6.416426181793213
1706437609000,6.412311553955078
1706437625000,6.406834125518799
1706437640000,6.406149864196777
1706437655000,6.406834125518799
1706437671000,6.428112506866455
1706437686000,6.451612949371338
1706437701000,6.452306747436523
1706437717000,6.44883918762207
1706437732000,6.446067810058594
1706437747000,11.426395416259766
1706437763000,0
1706437778000,0
1706437794000,0
1706437809000,0
1706437824000,0
1706437840000,0
1706437855000,0
1706437870000,0
1706437886000,0
1706437901000,0
1706437916000,0
1706437932000,0
1706437947000,0
1706437963000,0
1706437978000,0
1706437993000,0
1706438009000,0
1706438024000,0
1706438039000,0
1706438055000,0
1706438070000,0
1706438085000,0
1706438101000,0
1706438116000,0
1706438132000,0
1706438147000,0
1706438162000,0
1706438178000,0
1706438193000,0
1706438208000,0
1706438224000,0
1706438239000,0
1706438254000,0
1706438270000,0
1706438285000,0
1706438300000,0
1706438316000,0
1706438331000,0
1706438347000,0
1706438362000,0
1706438377000,0
1706438393000,0
1706438408000,0
1706438423000,0
1706438439000,0
1706438454000,0
1706438470000,0
1706438485000,0
1706438500000,0
1706438516000,0
1706438531000,0
1706438546000,0
1706438562000,0
1706438577000,0
1706438592000,0
1706438608000,0
1706438623000,0
1706438638000,0
1706438654000,0
1706438669000,0
1706438685000,0
1706438700000,0
1706438715000,0
1706438731000,0
1706438746000,0
1706438761000,0
1706438777000,0
1706438792000,0
1706438807000,0
1706438823000,0
1706438838000,0
1706438854000,0
1706438869000,0
1706438884000,0
1706438900000,0
1706438915000,0
1706438930000,0
1706438946000,6.435696601867676
1706438961000,6.403415203094482
1706438976000,6.4006829261779785
1706438992000,6.402048587799072
1706439007000,6.404782295227051
1706439023000,6.405466079711914
1706439038000,6.406149864196777
1706439053000,6.406834125518799
1706439069000,6.418485164642334
1706439084000,6.4543890953063965
1706439100000,6.40751838684082
1706439115000,6.406149864196777
1706439130000,6.424670696258545
1706439146000,6.408202648162842
1706439161000,6.40751838684082
1706439176000,6.410941123962402
1706439192000,6.448146343231201
1706439207000,6.439841270446777
1706439223000,6.408886909484863
1706439238000,6.406834125518799
1706439253000,6.436387062072754
1706439269000,6.42054557800293
1706439284000,6.439149856567383
1706439299000,6.423983097076416
1706439315000,6.406149864196777
1706439330000,6.422607421875
1706439346000,6.450225830078125
1706439361000,6.41162633895874
1706439376000,6.412996768951416
1706439392000,6.448146343231201
1706439407000,6.434316158294678
1706439423000,6.416426181793213
1706439438000,6.406834125518799
1706439454000,6.449532508850098
1706439469000,6.4426069259643555
1706439485000,6.44883918762207
1706439500000,5.371049880981445
1706439515000,10.275732040405273
1706439531000,0
