Timestamp,RodPump.FluidLoad,RodPump.PumpFillage,RodPump.PumpingSpeed,RodPump.RodLoading
'02/01/2023 20:54:21,8813.46171875,14.685075131331207,7.547743550480287,38.468385927765695
'02/01/2023 20:54:28,8678.513671875,16.7044327754522,7.492507003264887,37.941299761046274
'02/01/2023 20:54:35,8728.014062500002,20.310904455610892,7.546801025061896,38.274524869125024
'02/01/2023 20:54:42,9097.5935546875,31.01224042064746,7.544916680236661,39.94579751196745
'02/01/2023 20:54:49,9238.354101562501,36.49406047164004,7.544916680236661,42.418056080079545
'02/01/2023 20:54:56,9238.354101562501,36.49406047164004,7.544916680236661,42.418056080079545
'02/01/2023 20:55:03,9136.6005859375,23.170871637890635,7.4925070882586216,40.93851744422079
'02/01/2023 20:55:10,8546.789453125002,11.4520550266336,7.547743550480287,37.83011070525036
'02/01/2023 20:55:17,8791.7423828125,18.65172966681375,7.547743550480287,38.5097215751681
'02/01/2023 20:55:24,8747.98828125,11.692112545935279,7.547487310097972,38.49248258070273
'02/01/2023 20:55:31,8588.379296875002,17.562589176760408,7.493132246814772,37.82533477447227
'02/01/2023 20:55:38,8735.6482421875,16.833771361470546,7.546538065606821,37.887713759465534
'02/01/2023 20:55:45,8609.209375000002,17.77141306615569,7.547743550480287,37.85484796954533
'02/01/2023 20:55:52,8909.030078125,25.48634886425424,7.5458587350100705,38.303864613578
'02/01/2023 20:55:59,8909.030078125,25.48634886425424,7.5458587350100705,38.303864613578
'02/01/2023 20:56:06,8950.153125,29.89523348146496,7.49157154022551,40.10672488201523
'02/01/2023 20:56:13,8747.71796875,21.922729797499393,7.547487306523864,38.201501533774405
'02/01/2023 20:56:20,8570.3525390625,16.5700028243105,7.547743550480287,37.98950402093427
'02/01/2023 20:56:27,8715.5349609375,17.11462752639937,7.547487303743934,38.398158632023126
'02/01/2023 20:56:34,8533.3845703125,16.713729570144487,7.493442700930956,37.7020291763242
'02/01/2023 20:56:41,8579.40234375,18.021934792331187,7.546801025061896,37.568268626197614
'02/01/2023 20:56:48,8618.0427734375,20.280641721769648,7.546801025061896,37.99368214892312
'02/01/2023 20:56:55,8618.0427734375,20.280641721769648,7.546801025061896,37.99368214892312
'02/01/2023 20:57:02,8852.244921875,25.141886632046294,7.5458587350100705,37.98231308141928
'02/01/2023 20:57:09,8849.095117187502,21.41998520547446,7.546801025061896,38.73338697668069
'02/01/2023 20:57:16,8495.736328125,15.688743283448298,7.493442785658874,38.156428562490554
'02/01/2023 20:57:23,8536.376562500001,18.236627481849425,7.546801025061896,37.56294146297603
'02/01/2023 20:57:30,8573.2361328125,18.45729526802544,7.547487222556472,38.089092325233246
'02/01/2023 20:57:37,8534.632421875001,16.161597801314283,7.546801025061896,38.00714826925931
'02/01/2023 20:57:44,8541.453125,19.679171869116985,7.492507088301211,37.47063111822757
'02/01/2023 20:57:51,8541.453125,19.679171869116985,7.492507088301211,37.47063111822757
'02/01/2023 20:57:58,8505.60234375,19.666678683346763,7.546801025061896,37.668466126615726
'02/01/2023 20:58:05,8674.265234375001,20.895307554223777,7.547743550480287,37.83397382205044
'02/01/2023 20:58:12,8570.975000000002,19.85877966957749,7.546801025061896,38.12881194089188
'02/01/2023 20:58:19,8432.092382812501,17.504807694817007,7.492824019521712,37.635845202198034
'02/01/2023 20:58:26,8405.51953125,19.300830650243242,7.546801025061896,37.45990855482162
'02/01/2023 20:58:33,8487.42109375,19.126431040801535,7.546801025061896,37.31996762734481
'02/01/2023 20:58:40,8577.408593750002,20.849693248751734,7.546801025061896,37.69708755957832
'02/01/2023 20:58:47,8515.376953125,18.467383229907437,7.546801025061896,37.965944864236775
'02/01/2023 20:58:54,8515.376953125,18.467383229907437,7.546801025061896,37.965944864236775
'02/01/2023 20:59:01,8393.41015625,16.815623020288655,7.4931322473279804,37.50933114820415
'02/01/2023 20:59:08,8407.6669921875,19.95280897348346,7.546801025061896,37.47027359245568
'02/01/2023 20:59:15,8590.0701171875,20.232659520317707,7.546801025061896,37.835637790489116
'02/01/2023 20:59:22,8465.595312500001,19.21429501992697,7.546801025061896,37.32569473053919
'02/01/2023 20:59:29,8457.74296875,29.210990352850086,7.491888552094915,37.39724159449354
'02/01/2023 20:59:36,8458.697656250002,21.30645117721748,7.546801025061896,37.6277469624381
'02/01/2023 20:59:43,8478.561132812501,16.310794033787722,7.5474872189811055,37.653338319957
'02/01/2023 20:59:50,8478.561132812501,16.310794033787722,7.5474872189811055,37.653338319957
'02/01/2023 20:59:57,8413.2341796875,18.162617138265098,7.548686311353441,37.335224803991714
'02/01/2023 21:00:04,8423.9716796875,17.50556857509777,7.547743550480287,37.64712499147433
'02/01/2023 21:00:11,8313.255859375,18.137149474674622,7.4925070876623705,37.0917108730355
'02/01/2023 21:00:18,8474.8830078125,28.660627939486304,7.546801025061896,37.49753262128492
'02/01/2023 21:00:25,8515.2970703125,18.698042873052486,7.546801025061896,37.65152105389528
'02/01/2023 21:00:32,8499.6904296875,17.386040649446834,7.546801025061896,37.85693511135443
'02/01/2023 21:00:40,8394.329687500001,19.155601192229366,7.49250708791791,37.08560873826003
'02/01/2023 21:00:46,8394.329687500001,19.155601192229366,7.49250708791791,37.08560873826003
'02/01/2023 21:00:53,8424.567773437502,26.93082815224144,7.548436698380852,37.64354136768059
'02/01/2023 21:01:00,8414.732421875,17.146494225898536,7.547743550480287,37.62984432259761
'02/01/2023 21:01:07,8327.071875000001,18.149045085872157,7.548436701089157,37.33550898052776
'02/01/2023 21:01:14,8548.136328125001,25.436447755390606,7.546801025061896,38.09845893891207
'02/01/2023 21:01:21,8475.809179687501,21.31904161234484,7.492507003350329,37.55714460872315
'02/01/2023 21:01:28,8445.01171875,22.646990236413203,7.546801025061896,37.35084969319923
'02/01/2023 21:01:35,8495.682031250002,20.880459581702034,7.546801025061896,37.452401014588105
'02/01/2023 21:01:42,8495.682031250002,20.880459581702034,7.546801025061896,37.452401014588105
'02/01/2023 21:01:49,8462.065039062501,18.274326145956746,7.546801025061896,37.786793704562555
'02/01/2023 21:01:56,8340.130273437502,23.838013032458957,7.4934427009955895,37.47069263284065
'02/01/2023 21:02:03,8311.56953125,18.84922578234926,7.546801025061896,37.10893179183251
'02/01/2023 21:02:10,8381.91875,18.364114877110687,7.546801025061896,37.22039891494776
'02/01/2023 21:02:17,8304.09375,17.086971687949568,7.546801025061896,37.31034772071563
'02/01/2023 21:02:24,8460.997656250001,17.36546986187682,7.547743550480287,37.62570052360596
'02/01/2023 21:02:31,8322.9259765625,19.182375455865998,7.492507003350329,37.14954664211411
'02/01/2023 21:02:39,8320.010156250002,20.116350346637027,7.548686311353441,37.21186532927289
'02/01/2023 21:02:45,8320.010156250002,20.116350346637027,7.548686311353441,37.21186532927289
'02/01/2023 21:02:52,8536.840429687501,20.322869483450802,7.546801025061896,37.435468202310055
'02/01/2023 21:02:59,8396.528125,17.219624925814774,7.546801025061896,37.756271910309295
'02/01/2023 21:03:06,8466.3544921875,17.553036593959565,7.546801025061896,37.77143550158615
'02/01/2023 21:03:13,8236.3173828125,16.65534035229862,7.492507003393051,37.089548793821535
'02/01/2023 21:03:20,8269.33125,17.222949729589175,7.547743550480287,36.86158531714397
'02/01/2023 21:03:27,8277.5966796875,17.623286448080155,7.547743550480287,37.19151226142879
'02/01/2023 21:03:34,8340.673437500001,18.02491493328979,7.546801025061896,37.4752657241429
'02/01/2023 21:03:41,8340.673437500001,18.02491493328979,7.546801025061896,37.4752657241429
'02/01/2023 21:03:48,8368.025000000001,18.19745505440002,7.546801025061896,37.38160363476107
'02/01/2023 21:03:55,8246.797265625002,17.35778979671598,7.492507087704961,37.206879637529525
'02/01/2023 21:04:02,8305.680859375,26.700249252488828,7.546801025061896,36.99896711954824
'02/01/2023 21:04:09,8443.3859375,28.01377319938942,7.546801025061896,37.827534084357964
'02/01/2023 21:04:16,8498.851953125002,18.85214214024345,7.547743550480287,37.92844216677236
'02/01/2023 21:04:23,8231.922460937501,16.43424830782807,7.4931322473279804,36.83519444655871
'02/01/2023 21:04:30,8366.8974609375,25.119615557227696,7.5458587350100705,36.92681515137465
'02/01/2023 21:04:37,8366.8974609375,25.119615557227696,7.5458587350100705,36.92681515137465
'02/01/2023 21:04:44,8735.8015625,33.20453448068511,7.5439748606535595,39.68841720888223
'02/01/2023 21:04:51,8771.823632812502,37.69562297556655,7.5439748606535595,41.41594617811587
'02/01/2023 21:04:58,9236.469921875,47.77367537215372,7.4890834122806105,42.201786219645726
'02/01/2023 21:05:05,8846.4775390625,33.28392952608355,7.5458587350100705,42.65037270067825
'02/01/2023 21:05:12,8553.475976562502,16.772232248492525,7.547743550480287,38.556417904800526
'02/01/2023 21:05:19,8265.4884765625,17.49622193920431,7.493442700930956,36.79279743245154
'02/01/2023 21:05:26,8480.0634765625,18.356047313165597,7.547743550480287,37.19465822814176
