Date UTC,Time UTC,Date Local (America/Los_Angeles),Time Local (America/Los_Angeles),Value (psi)
2019-12-16,03:18:12,2019-12-15,19:18:12,129.56511317244812
2019-12-16,03:18:13,2019-12-15,19:18:13,129.39396970389623
2019-12-16,03:18:14,2019-12-15,19:18:14,129.12564457715564
2019-12-16,03:18:15,2019-12-15,19:18:15,128.91969346786792
2019-12-16,03:18:16,2019-12-15,19:18:16,128.77320393610376
2019-12-16,03:18:17,2019-12-15,19:18:17,128.59481035113208
2019-12-16,03:18:18,2019-12-15,19:18:18,128.46137811084435
2019-12-16,03:18:19,2019-12-15,19:18:19,128.35984992376416
2019-12-16,03:18:20,2019-12-15,19:18:20,128.18580286768395
2019-12-16,03:18:21,2019-12-15,19:18:21,128.07702456418397
2019-12-16,03:18:22,2019-12-15,19:18:22,127.8652662798396
2019-12-16,03:18:23,2019-12-15,19:18:23,127.70718010276416
2019-12-16,03:18:24,2019-12-15,19:18:24,127.56359415852832
2019-12-16,03:18:25,2019-12-15,19:18:25,127.45046047373584
2019-12-16,03:18:26,2019-12-15,19:18:26,127.49252708329249
2019-12-16,03:18:27,2019-12-15,19:18:27,127.45046047373584
2019-12-16,03:18:28,2019-12-15,19:18:28,127.39099889621228
2019-12-16,03:18:29,2019-12-15,19:18:29,127.25321127463208
2019-12-16,03:18:30,2019-12-15,19:18:30,127.25030768710376
2019-12-16,03:18:31,2019-12-15,19:18:31,127.07626063102356
2019-12-16,03:18:32,2019-12-15,19:18:32,127.05451028176417
2019-12-16,03:18:33,2019-12-15,19:18:33,126.98344320652832
2019-12-16,03:18:34,2019-12-15,19:18:34,126.90947254376415
2019-12-16,03:18:35,2019-12-15,19:18:35,126.90222242734436
2019-12-16,03:18:36,2019-12-15,19:18:36,126.96313579863208
2019-12-16,03:18:37,2019-12-15,19:18:37,126.89931883981603
2019-12-16,03:18:38,2019-12-15,19:18:38,126.88481860697644
2019-12-16,03:18:39,2019-12-15,19:18:39,126.88481860697644
2019-12-16,03:18:40,2019-12-15,19:18:40,126.89496345852356
2019-12-16,03:18:41,2019-12-15,19:18:41,126.69481952429248
2019-12-16,03:18:42,2019-12-15,19:18:42,126.69191593676416
2019-12-16,03:18:43,2019-12-15,19:18:43,126.6687049413396
2019-12-16,03:18:44,2019-12-15,19:18:44,126.65130112097168
2019-12-16,03:18:45,2019-12-15,19:18:45,126.58604122079248
2019-12-16,03:18:46,2019-12-15,19:18:46,126.5526765214198
2019-12-16,03:18:47,2019-12-15,19:18:47,126.45260012810375
2019-12-16,03:18:48,2019-12-15,19:18:48,126.41924428113208
2019-12-16,03:18:49,2019-12-15,19:18:49,126.34382182460376
2019-12-16,03:18:50,2019-12-15,19:18:50,126.19298576394812
2019-12-16,03:18:51,2019-12-15,19:18:51,126.0885539893396
2019-12-16,03:18:52,2019-12-15,19:18:52,125.91595872702356
2019-12-16,03:18:53,2019-12-15,19:18:53,125.86810264721228
2019-12-16,03:18:54,2019-12-15,19:18:54,125.81153580481605
2019-12-16,03:18:55,2019-12-15,19:18:55,125.72451670297644
2019-12-16,03:18:56,2019-12-15,19:18:56,125.68535368094813
2019-12-16,03:18:57,2019-12-15,19:18:57,125.59397919781604
2019-12-16,03:18:58,2019-12-15,19:18:58,125.46779707394812
2019-12-16,03:18:59,2019-12-15,19:18:59,125.33580777502355
2019-12-16,03:19:00,2019-12-15,19:19:00,125.22848126528771
2019-12-16,03:19:01,2019-12-15,19:19:01,125.12985666573584
2019-12-16,03:19:02,2019-12-15,19:19:02,125.022530156
2019-12-16,03:19:03,2019-12-15,19:19:03,124.98917430902831
2019-12-16,03:19:04,2019-12-15,19:19:04,124.97756881131603
2019-12-16,03:19:05,2019-12-15,19:19:05,124.97756881131603
2019-12-16,03:19:06,2019-12-15,19:19:06,125.03413565371228
2019-12-16,03:19:07,2019-12-15,19:19:07,124.93695399552355
2019-12-16,03:19:08,2019-12-15,19:19:08,124.84413657102832
2019-12-16,03:19:09,2019-12-15,19:19:09,124.81803084047644
2019-12-16,03:19:10,2019-12-15,19:19:10,124.74985850036792
2019-12-16,03:19:11,2019-12-15,19:19:11,124.7397047964198
2019-12-16,03:19:12,2019-12-15,19:19:12,124.67879142513208
2019-12-16,03:19:13,2019-12-15,19:19:13,124.54245559731604
2019-12-16,03:19:14,2019-12-15,19:19:14,124.43367729381605
2019-12-16,03:19:15,2019-12-15,19:19:15,124.33069731297168
2019-12-16,03:19:16,2019-12-15,19:19:16,124.27268752921228
2019-12-16,03:19:17,2019-12-15,19:19:17,124.16245743194811
2019-12-16,03:19:18,2019-12-15,19:19:18,124.08123665276416
2019-12-16,03:19:19,2019-12-15,19:19:19,123.94490082494812
2019-12-16,03:19:20,2019-12-15,19:19:20,123.8332189339198
2019-12-16,03:19:21,2019-12-15,19:19:21,123.80131488071228
2019-12-16,03:19:22,2019-12-15,19:19:22,123.71573872023583
2019-12-16,03:19:23,2019-12-15,19:19:23,123.67947928573584
2019-12-16,03:19:24,2019-12-15,19:19:24,123.56054727828771
2019-12-16,03:19:25,2019-12-15,19:19:25,123.40971121763208
2019-12-16,03:19:26,2019-12-15,19:19:26,123.03405958115565
2019-12-16,03:19:27,2019-12-15,19:19:27,122.58154254678772
2019-12-16,03:19:28,2019-12-15,19:19:28,122.049256527
2019-12-16,03:19:29,2019-12-15,19:19:29,121.63299892713208
2019-12-16,03:19:30,2019-12-15,19:19:30,121.15582795597643
2019-12-16,03:19:31,2019-12-15,19:19:31,120.87155080263209
2019-12-16,03:19:32,2019-12-15,19:19:32,120.66849442847167
2019-12-16,03:19:33,2019-12-15,19:19:33,120.35376501568396
2019-12-16,03:19:34,2019-12-15,19:19:34,120.16666952052832
2019-12-16,03:19:35,2019-12-15,19:19:35,119.90849809773584
2019-12-16,03:19:36,2019-12-15,19:19:36,119.70545057597644
2019-12-16,03:19:37,2019-12-15,19:19:37,119.47774026502832
2019-12-16,03:19:38,2019-12-15,19:19:38,119.29789488629248
2019-12-16,03:19:39,2019-12-15,19:19:39,119.05712728386791
2019-12-16,03:19:40,2019-12-15,19:19:40,118.9019358419198
2019-12-16,03:19:41,2019-12-15,19:19:41,118.70903317170752
2019-12-16,03:19:42,2019-12-15,19:19:42,118.54369687821227
2019-12-16,03:19:43,2019-12-15,19:19:43,118.36239970571228
2019-12-16,03:19:44,2019-12-15,19:19:44,118.17385241679249
2019-12-16,03:19:45,2019-12-15,19:19:45,118.04911323428772
2019-12-16,03:19:46,2019-12-15,19:19:46,117.92438290418396
2019-12-16,03:19:47,2019-12-15,19:19:47,117.75033584810376
2019-12-16,03:19:48,2019-12-15,19:19:48,117.625605518
2019-12-16,03:19:49,2019-12-15,19:19:49,117.50667351055188
2019-12-16,03:19:50,2019-12-15,19:19:50,117.33407824823584
