Date UTC,Time UTC,Date Local (America/Chicago),Time Local (America/Chicago),Value (psi)
2020-02-28,03:51:26,2020-02-27,21:51:26,147.85002186439624
2020-02-28,03:51:27,2020-02-27,21:51:27,147.77605120163207
2020-02-28,03:51:28,2020-02-27,21:51:28,147.77025287897644
2020-02-28,03:51:29,2020-02-27,21:51:29,147.7397917671321
2020-02-28,03:51:30,2020-02-27,21:51:30,147.77314761410375
2020-02-28,03:51:31,2020-02-27,21:51:31,147.7383399733679
2020-02-28,03:51:32,2020-02-27,21:51:32,147.74413829602355
2020-02-28,03:51:33,2020-02-27,21:51:33,147.75864738126415
2020-02-28,03:51:34,2020-02-27,21:51:34,147.67307122078773
2020-02-28,03:51:35,2020-02-27,21:51:35,147.71948435923585
2020-02-28,03:51:36,2020-02-27,21:51:36,147.72238794676417
2020-02-28,03:51:37,2020-02-27,21:51:37,147.6310134636321
2020-02-28,03:51:38,2020-02-27,21:51:38,147.66727289813207
2020-02-28,03:51:39,2020-02-27,21:51:39,147.63246525739623
2020-02-28,03:51:40,2020-02-27,21:51:40,147.68032133720752
2020-02-28,03:51:41,2020-02-27,21:51:41,147.62085975968395
2020-02-28,03:51:42,2020-02-27,21:51:42,147.63246525739623
2020-02-28,03:51:43,2020-02-27,21:51:43,147.6165132307925
2020-02-28,03:51:44,2020-02-27,21:51:44,147.55269627197643
2020-02-28,03:51:45,2020-02-27,21:51:45,147.57010009234435
2020-02-28,03:51:46,2020-02-27,21:51:46,147.53673539297168
2020-02-28,03:51:47,2020-02-27,21:51:47,147.55269627197643
2020-02-28,03:51:48,2020-02-27,21:51:48,147.51787977883959
2020-02-28,03:51:49,2020-02-27,21:51:49,147.49758122334435
2020-02-28,03:51:50,2020-02-27,21:51:50,147.48597572563207
2020-02-28,03:51:51,2020-02-27,21:51:51,147.45406282002355
2020-02-28,03:51:52,2020-02-27,21:51:52,147.4207069730519
2020-02-28,03:51:53,2020-02-27,21:51:53,147.42506235434436
2020-02-28,03:51:54,2020-02-27,21:51:54,147.36704371818396
2020-02-28,03:51:55,2020-02-27,21:51:55,147.36704371818396
2020-02-28,03:51:56,2020-02-27,21:51:56,147.3438415751604
2020-02-28,03:51:57,2020-02-27,21:51:57,147.3264377547925
2020-02-28,03:51:58,2020-02-27,21:51:58,147.3365826063396
2020-02-28,03:51:59,2020-02-27,21:51:59,147.30613034689625
2020-02-28,03:52:00,2020-02-27,21:52:00,147.2423133880802
2020-02-28,03:52:01,2020-02-27,21:52:01,147.22345777394813
2020-02-28,03:52:02,2020-02-27,21:52:02,147.25101529826415
2020-02-28,03:52:03,2020-02-27,21:52:03,147.26262079597643
2020-02-28,03:52:04,2020-02-27,21:52:04,147.20894868870752
2020-02-28,03:52:05,2020-02-27,21:52:05,147.2307078903679
2020-02-28,03:52:06,2020-02-27,21:52:06,147.19010192697644
2020-02-28,03:52:07,2020-02-27,21:52:07,147.16689093155188
2020-02-28,03:52:08,2020-02-27,21:52:08,147.15673722760377
2020-02-28,03:52:09,2020-02-27,21:52:09,147.13788161347168
2020-02-28,03:52:10,2020-02-27,21:52:10,147.1262849681604
2020-02-28,03:52:11,2020-02-27,21:52:11,147.12772790952357
2020-02-28,03:52:12,2020-02-27,21:52:12,147.05666083428773
2020-02-28,03:52:13,2020-02-27,21:52:13,147.06681453823583
2020-02-28,03:52:14,2020-02-27,21:52:14,147.08421835860375
2020-02-28,03:52:15,2020-02-27,21:52:15,147.0392570139198
2020-02-28,03:52:16,2020-02-27,21:52:16,147.05520904052355
2020-02-28,03:52:17,2020-02-27,21:52:17,147.04361239521228
2020-02-28,03:52:18,2020-02-27,21:52:18,146.9884973465802
2020-02-28,03:52:19,2020-02-27,21:52:19,147.00154578565565
2020-02-28,03:52:20,2020-02-27,21:52:20,147.00590116694812
2020-02-28,03:52:21,2020-02-27,21:52:21,146.9696417324481
2020-02-28,03:52:22,2020-02-27,21:52:22,146.9696417324481
2020-02-28,03:52:23,2020-02-27,21:52:23,146.923228594
2020-02-28,03:52:24,2020-02-27,21:52:24,146.9304787104198
2020-02-28,03:52:25,2020-02-27,21:52:25,146.9406324143679
2020-02-28,03:52:26,2020-02-27,21:52:26,146.8840655719717
2020-02-28,03:52:27,2020-02-27,21:52:27,146.83475769839623
2020-02-28,03:52:28,2020-02-27,21:52:28,146.84780613747168
2020-02-28,03:52:29,2020-02-27,21:52:29,146.86666175160377
2020-02-28,03:52:30,2020-02-27,21:52:30,146.80865196784436
2020-02-28,03:52:31,2020-02-27,21:52:31,146.8144502905
2020-02-28,03:52:32,2020-02-27,21:52:32,146.76513356452355
2020-02-28,03:52:33,2020-02-27,21:52:33,146.76223882939624
2020-02-28,03:52:34,2020-02-27,21:52:34,146.75063333168396
2020-02-28,03:52:35,2020-02-27,21:52:35,146.70712378076416
2020-02-28,03:52:36,2020-02-27,21:52:36,146.73613309884436
2020-02-28,03:52:37,2020-02-27,21:52:37,146.64330682194813
2020-02-28,03:52:38,2020-02-27,21:52:38,146.65780705478772
2020-02-28,03:52:39,2020-02-27,21:52:39,146.6694125525
2020-02-28,03:52:40,2020-02-27,21:52:40,146.6505569383679
2020-02-28,03:52:41,2020-02-27,21:52:41,146.59253830220752
2020-02-28,03:52:42,2020-02-27,21:52:42,146.61284571010376
2020-02-28,03:52:43,2020-02-27,21:52:43,146.5287301957925
2020-02-28,03:52:44,2020-02-27,21:52:44,146.55773066147168
2020-02-28,03:52:45,2020-02-27,21:52:45,146.5243748145
2020-02-28,03:52:46,2020-02-27,21:52:46,146.51131752302356
2020-02-28,03:52:47,2020-02-27,21:52:47,146.4997208777123
2020-02-28,03:52:48,2020-02-27,21:52:48,146.47650988228773
2020-02-28,03:52:49,2020-02-27,21:52:49,146.50551920036793
2020-02-28,03:52:50,2020-02-27,21:52:50,146.4185000985283
2020-02-28,03:52:51,2020-02-27,21:52:51,146.41269292347167
2020-02-28,03:52:52,2020-02-27,21:52:52,146.43590391889623
2020-02-28,03:52:53,2020-02-27,21:52:53,146.4591060619198
2020-02-28,03:52:54,2020-02-27,21:52:54,146.40979818834435
2020-02-28,03:52:55,2020-02-27,21:52:55,146.3648368436604
2020-02-28,03:52:56,2020-02-27,21:52:56,146.33437573181604
2020-02-28,03:52:57,2020-02-27,21:52:57,146.4083463945802
2020-02-28,03:52:58,2020-02-27,21:52:58,146.33147214428772
2020-02-28,03:52:59,2020-02-27,21:52:59,146.32277023410376
2020-02-28,03:53:00,2020-02-27,21:53:00,146.2952127097877
2020-02-28,03:53:01,2020-02-27,21:53:01,146.29086618089624
2020-02-28,03:53:02,2020-02-27,21:53:02,146.32712561539623
2020-02-28,03:53:03,2020-02-27,21:53:03,146.30827000126416
2020-02-28,03:53:04,2020-02-27,21:53:04,146.32277023410376
2020-02-28,03:53:05,2020-02-27,21:53:05,146.30827000126416
2020-02-28,03:53:06,2020-02-27,21:53:06,146.24590483621228
2020-02-28,03:53:07,2020-02-27,21:53:07,146.2052900204198
2020-02-28,03:53:08,2020-02-27,21:53:08,146.2009434915283
2020-02-28,03:53:09,2020-02-27,21:53:09,146.18208787739624
2020-02-28,03:53:10,2020-02-27,21:53:10,146.23284754473585
2020-02-28,03:53:11,2020-02-27,21:53:11,146.23575113226417
2020-02-28,03:53:12,2020-02-27,21:53:12,146.2009434915283
2020-02-28,03:53:13,2020-02-27,21:53:13,146.2517031588679
2020-02-28,03:53:14,2020-02-27,21:53:14,146.22559742831604
2020-02-28,03:53:15,2020-02-27,21:53:15,146.17048237968396
2020-02-28,03:53:16,2020-02-27,21:53:16,146.1298764162925
2020-02-28,03:53:17,2020-02-27,21:53:17,146.1327711514198
2020-02-28,03:53:18,2020-02-27,21:53:18,146.11972271234436
2020-02-28,03:53:19,2020-02-27,21:53:19,146.12261744747167
2020-02-28,03:53:20,2020-02-27,21:53:20,146.05880048865563
2020-02-28,03:53:21,2020-02-27,21:53:21,146.0022424986604
2020-02-28,03:53:22,2020-02-27,21:53:22,145.97468497434437
2020-02-28,03:53:23,2020-02-27,21:53:23,145.9732331805802
2020-02-28,03:53:24,2020-02-27,21:53:24,145.90796442799999
2020-02-28,03:53:25,2020-02-27,21:53:25,145.9152145444198
2020-02-28,03:53:26,2020-02-27,21:53:26,145.88765702010375
2020-02-28,03:53:27,2020-02-27,21:53:27,145.88476228497643
2020-02-28,03:53:28,2020-02-27,21:53:28,145.82964723634436
2020-02-28,03:53:29,2020-02-27,21:53:29,145.82238826752356
2020-02-28,03:53:30,2020-02-27,21:53:30,145.7730803939481
2020-02-28,03:53:31,2020-02-27,21:53:31,145.77887871660377
2020-02-28,03:53:32,2020-02-27,21:53:32,145.7339173719198
2020-02-28,03:53:33,2020-02-27,21:53:33,145.72521546173584
2020-02-28,03:53:34,2020-02-27,21:53:34,145.66285029668396
2020-02-28,03:53:35,2020-02-27,21:53:35,145.66430209044813
2020-02-28,03:53:36,2020-02-27,21:53:36,145.64109109502357
2020-02-28,03:53:37,2020-02-27,21:53:37,145.64254288878772
2020-02-28,03:53:38,2020-02-27,21:53:38,145.5932350152123
2020-02-28,03:53:39,2020-02-27,21:53:39,145.51056244226416
2020-02-28,03:53:40,2020-02-27,21:53:40,145.53231279152357
2020-02-28,03:53:41,2020-02-27,21:53:41,145.52941805639625
2020-02-28,03:53:42,2020-02-27,21:53:42,145.54391828923585
2020-02-28,03:53:43,2020-02-27,21:53:43,145.4409471607925
2020-02-28,03:53:44,2020-02-27,21:53:44,145.44674548344813
2020-02-28,03:53:45,2020-02-27,21:53:45,145.3959769637075
2020-02-28,03:53:46,2020-02-27,21:53:46,145.3785731433396
2020-02-28,03:53:47,2020-02-27,21:53:47,145.35246741278772
2020-02-28,03:53:48,2020-02-27,21:53:48,145.40178413876416
2020-02-28,03:53:49,2020-02-27,21:53:49,145.39163043481605
2020-02-28,03:53:50,2020-02-27,21:53:50,145.35101561902357
2020-02-28,03:53:51,2020-02-27,21:53:51,145.3930822285802
2020-02-28,03:53:52,2020-02-27,21:53:52,145.3452172963679
2020-02-28,03:53:53,2020-02-27,21:53:53,145.34666909013208
2020-02-28,03:53:54,2020-02-27,21:53:54,145.31765977205188
2020-02-28,03:53:55,2020-02-27,21:53:55,145.35537100031604
2020-02-28,03:53:56,2020-02-27,21:53:56,145.34376550260376
2020-02-28,03:53:57,2020-02-27,21:53:57,145.3350635924198
2020-02-28,03:53:58,2020-02-27,21:53:58,145.31040965563207
2020-02-28,03:53:59,2020-02-27,21:53:59,145.3321688572925
2020-02-28,03:54:00,2020-02-27,21:54:00,145.31765977205188
2020-02-28,03:54:01,2020-02-27,21:54:01,145.3568227940802
2020-02-28,03:54:02,2020-02-27,21:54:02,145.27849675002355
2020-02-28,03:54:03,2020-02-27,21:54:03,145.39163043481605
2020-02-28,03:54:04,2020-02-27,21:54:04,145.4075824614198
2020-02-28,03:54:05,2020-02-27,21:54:05,145.40903425518397
2020-02-28,03:54:06,2020-02-27,21:54:06,145.3060542743396
2020-02-28,03:54:07,2020-02-27,21:54:07,145.32926526976416
2020-02-28,03:54:08,2020-02-27,21:54:08,145.3423137088396
2020-02-28,03:54:09,2020-02-27,21:54:09,145.3017077454481
2020-02-28,03:54:10,2020-02-27,21:54:10,145.2871986602075
2020-02-28,03:54:11,2020-02-27,21:54:11,145.2726984273679
2020-02-28,03:54:12,2020-02-27,21:54:12,145.20163135213207
2020-02-28,03:54:13,2020-02-27,21:54:13,145.2117850560802
2020-02-28,03:54:14,2020-02-27,21:54:14,145.1537664199198
2020-02-28,03:54:15,2020-02-27,21:54:15,145.1392661870802
2020-02-28,03:54:16,2020-02-27,21:54:16,145.1653719176321
2020-02-28,03:54:17,2020-02-27,21:54:17,145.10445854634435
2020-02-28,03:54:18,2020-02-27,21:54:18,145.06384373055187
2020-02-28,03:54:19,2020-02-27,21:54:19,145.0884976673396
2020-02-28,03:54:20,2020-02-27,21:54:20,145.04353632265563
2020-02-28,03:54:21,2020-02-27,21:54:21,145.0551418203679
2020-02-28,03:54:22,2020-02-27,21:54:22,144.965219131
2020-02-28,03:54:23,2020-02-27,21:54:23,145.01743059210375
2020-02-28,03:54:24,2020-02-27,21:54:24,144.94491172310376
2020-02-28,03:54:25,2020-02-27,21:54:25,144.94636351686793
2020-02-28,03:54:26,2020-02-27,21:54:26,144.96376733723585
2020-02-28,03:54:27,2020-02-27,21:54:27,144.94781531063208
2020-02-28,03:54:28,2020-02-27,21:54:28,144.91010408236792
2020-02-28,03:54:29,2020-02-27,21:54:29,144.89560384952833
2020-02-28,03:54:30,2020-02-27,21:54:30,144.89415205576415
2020-02-28,03:54:31,2020-02-27,21:54:31,144.8752964416321
2020-02-28,03:54:32,2020-02-27,21:54:32,144.90575755347643
2020-02-28,03:54:33,2020-02-27,21:54:33,144.8346816258396
2020-02-28,03:54:34,2020-02-27,21:54:34,144.83758521336793
2020-02-28,03:54:35,2020-02-27,21:54:35,144.85789262126417
2020-02-28,03:54:36,2020-02-27,21:54:36,144.8564408275
2020-02-28,03:54:37,2020-02-27,21:54:37,144.8419405946604
2020-02-28,03:54:38,2020-02-27,21:54:38,144.85934441502832
2020-02-28,03:54:39,2020-02-27,21:54:39,144.89415205576415
2020-02-28,03:54:40,2020-02-27,21:54:40,144.82888330318397
2020-02-28,03:54:41,2020-02-27,21:54:41,144.86659453144813
2020-02-28,03:54:42,2020-02-27,21:54:42,144.8230849805283
2020-02-28,03:54:43,2020-02-27,21:54:43,144.78247016473583
2020-02-28,03:54:44,2020-02-27,21:54:44,144.79262386868396
2020-02-28,03:54:45,2020-02-27,21:54:45,144.74330714270752
2020-02-28,03:54:46,2020-02-27,21:54:46,144.747662524
2020-02-28,03:54:47,2020-02-27,21:54:47,144.78682554602833
2020-02-28,03:54:48,2020-02-27,21:54:48,144.7404124075802
2020-02-28,03:54:49,2020-02-27,21:54:49,144.76651813813208
2020-02-28,03:54:50,2020-02-27,21:54:50,144.73460523252356
2020-02-28,03:54:51,2020-02-27,21:54:51,144.7404124075802
2020-02-28,03:54:52,2020-02-27,21:54:52,144.70995129573583
2020-02-28,03:54:53,2020-02-27,21:54:53,144.7404124075802
2020-02-28,03:54:54,2020-02-27,21:54:54,144.74621073023584
2020-02-28,03:54:55,2020-02-27,21:54:55,144.70124938555188
2020-02-28,03:54:56,2020-02-27,21:54:56,144.68674915271228
2020-02-28,03:54:57,2020-02-27,21:54:57,144.71285488326416
2020-02-28,03:54:58,2020-02-27,21:54:58,144.65048971821227
2020-02-28,03:54:59,2020-02-27,21:54:59,144.6417878080283
2020-02-28,03:55:00,2020-02-27,21:55:00,144.66644174481604
2020-02-28,03:55:01,2020-02-27,21:55:01,144.66644174481604
2020-02-28,03:55:02,2020-02-27,21:55:02,144.62002860636792
2020-02-28,03:55:03,2020-02-27,21:55:03,144.61132669618397
2020-02-28,03:55:04,2020-02-27,21:55:04,144.5953746695802
2020-02-28,03:55:05,2020-02-27,21:55:05,144.64903792444812
2020-02-28,03:55:06,2020-02-27,21:55:06,144.51850041928773
2020-02-28,03:55:07,2020-02-27,21:55:07,144.5330095045283
2020-02-28,03:55:08,2020-02-27,21:55:08,144.56346176397167
2020-02-28,03:55:09,2020-02-27,21:55:09,144.5837691718679
2020-02-28,03:55:10,2020-02-27,21:55:10,144.53590423965565
2020-02-28,03:55:11,2020-02-27,21:55:11,144.5591152350802
2020-02-28,03:55:12,2020-02-27,21:55:12,144.50979850910375
2020-02-28,03:55:13,2020-02-27,21:55:13,144.4865963660802
2020-02-28,03:55:14,2020-02-27,21:55:14,144.49675007002833
2020-02-28,03:55:15,2020-02-27,21:55:15,144.47064433947645
2020-02-28,03:55:16,2020-02-27,21:55:16,144.43873143386793
2020-02-28,03:55:17,2020-02-27,21:55:17,144.45323166670752
2020-02-28,03:55:18,2020-02-27,21:55:18,144.46049063552832
2020-02-28,03:55:19,2020-02-27,21:55:19,144.49820186379247
2020-02-28,03:55:20,2020-02-27,21:55:20,144.4430868151604
2020-02-28,03:55:21,2020-02-27,21:55:21,144.4358278463396
2020-02-28,03:55:22,2020-02-27,21:55:22,144.44018322763208
2020-02-28,03:55:23,2020-02-27,21:55:23,144.5083467153396
2020-02-28,03:55:24,2020-02-27,21:55:24,144.46338537065563
2020-02-28,03:55:25,2020-02-27,21:55:25,144.46628895818395
2020-02-28,03:55:26,2020-02-27,21:55:26,144.47789445589623
2020-02-28,03:55:27,2020-02-27,21:55:27,144.50690377397643
2020-02-28,03:55:28,2020-02-27,21:55:28,144.45468346047167
2020-02-28,03:55:29,2020-02-27,21:55:29,144.44018322763208
2020-02-28,03:55:30,2020-02-27,21:55:30,144.50690377397643
2020-02-28,03:55:31,2020-02-27,21:55:31,144.4648371644198
2020-02-28,03:55:32,2020-02-27,21:55:32,144.48224098478772
2020-02-28,03:55:33,2020-02-27,21:55:33,144.50545198021229
2020-02-28,03:55:34,2020-02-27,21:55:34,144.51270209663207
2020-02-28,03:55:35,2020-02-27,21:55:35,144.49964480515564
2020-02-28,03:55:36,2020-02-27,21:55:36,144.48369277855187
2020-02-28,03:55:37,2020-02-27,21:55:37,144.51125030286792
2020-02-28,03:55:38,2020-02-27,21:55:38,144.54316320847644
2020-02-28,03:55:39,2020-02-27,21:55:39,144.52430759434435
2020-02-28,03:55:40,2020-02-27,21:55:40,144.5736154679198
2020-02-28,03:55:41,2020-02-27,21:55:41,144.60552837352833
2020-02-28,03:55:42,2020-02-27,21:55:42,144.55475985378771
2020-02-28,03:55:43,2020-02-27,21:55:43,144.56346176397167
2020-02-28,03:55:44,2020-02-27,21:55:44,144.62873051655188
2020-02-28,03:55:45,2020-02-27,21:55:45,144.60842310865564
2020-02-28,03:55:46,2020-02-27,21:55:46,144.66498995105187
2020-02-28,03:55:47,2020-02-27,21:55:47,144.7070477082075
2020-02-28,03:55:48,2020-02-27,21:55:48,144.68674915271228
2020-02-28,03:55:49,2020-02-27,21:55:49,144.66353815728772
2020-02-28,03:55:50,2020-02-27,21:55:50,144.6678935385802
2020-02-28,03:55:51,2020-02-27,21:55:51,144.64903792444812
2020-02-28,03:55:52,2020-02-27,21:55:52,144.69109568160377
2020-02-28,03:55:53,2020-02-27,21:55:53,144.70124938555188
2020-02-28,03:55:54,2020-02-27,21:55:54,144.67659544876415
2020-02-28,03:55:55,2020-02-27,21:55:55,144.675143655
2020-02-28,03:55:56,2020-02-27,21:55:56,144.6678935385802
2020-02-28,03:55:57,2020-02-27,21:55:57,144.59247108205187
2020-02-28,03:55:58,2020-02-27,21:55:58,144.62873051655188
2020-02-28,03:55:59,2020-02-27,21:55:59,144.60698016729248
2020-02-28,03:56:00,2020-02-27,21:56:00,144.5852209656321
2020-02-28,03:56:01,2020-02-27,21:56:01,144.57942264297645
2020-02-28,03:56:02,2020-02-27,21:56:02,144.63018231031603
2020-02-28,03:56:03,2020-02-27,21:56:03,144.60117299223583
2020-02-28,03:56:04,2020-02-27,21:56:04,144.6272787227877
2020-02-28,03:56:05,2020-02-27,21:56:05,144.60407657976415
2020-02-28,03:56:06,2020-02-27,21:56:06,144.67078827370753
2020-02-28,03:56:07,2020-02-27,21:56:07,144.67078827370753
2020-02-28,03:56:08,2020-02-27,21:56:08,144.6678935385802
2020-02-28,03:56:09,2020-02-27,21:56:09,144.7070477082075
2020-02-28,03:56:10,2020-02-27,21:56:10,144.71575847079248
2020-02-28,03:56:11,2020-02-27,21:56:11,144.6969028566604
2020-02-28,03:56:12,2020-02-27,21:56:12,144.69834579802355
2020-02-28,03:56:13,2020-02-27,21:56:13,144.74475893647167
2020-02-28,03:56:14,2020-02-27,21:56:14,144.73171049739625
2020-02-28,03:56:15,2020-02-27,21:56:15,144.72155679344812
2020-02-28,03:56:16,2020-02-27,21:56:16,144.7940756624481
2020-02-28,03:56:17,2020-02-27,21:56:17,144.7984221913396
2020-02-28,03:56:18,2020-02-27,21:56:18,144.7839219585
2020-02-28,03:56:19,2020-02-27,21:56:19,144.82597971565565
