,result,table,_start,_stop,date,Value (psi),field,_measurement,wellname
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:32:00Z,197.25871698113204,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:33:00Z,208.67579629629628,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:34:00Z,222.87357894736846,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:35:00Z,240.8288703703703,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:36:00Z,277.11173584905663,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:37:00Z,373.70694444444445,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:38:00Z,290.6236842105262,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:39:00Z,242.7546603773585,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:40:00Z,219.935074074074,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:41:00Z,205.52958490566036,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:42:00Z,195.82649122807013,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:43:00Z,189.27125925925932,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:44:00Z,185.08733962264142,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:45:00Z,181.8480555555556,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:46:00Z,178.7486071428571,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:47:00Z,175.9743090909091,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:48:00Z,174.8381320754717,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:49:00Z,192.41559259259247,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:50:00Z,200.18314545454547,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:51:00Z,201.23349090909093,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:52:00Z,202.65816666666666,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:53:00Z,201.5691851851851,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:54:00Z,201.06051851851856,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:55:00Z,198.12776785714286,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:56:00Z,197.69403703703705,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:57:00Z,196.82077777777778,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:58:00Z,193.6144716981132,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T22:59:00Z,190.73535087719304,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:00:00Z,190.22674074074078,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:01:00Z,189.6979444444444,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:02:00Z,188.24792452830192,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:03:00Z,187.09201754385967,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:04:00Z,187.27055555555557,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:05:00Z,186.78453703703704,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:06:00Z,186.79575471698115,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:07:00Z,186.34136842105275,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:08:00Z,212.2153333333333,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:09:00Z,254.35526190476205,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:10:00Z,188.51783870967745,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:11:00Z,187.1338,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:12:00Z,185.88085185185193,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:13:00Z,185.61809259259266,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:14:00Z,183.30205555555554,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:15:00Z,182.4934642857143,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:16:00Z,182.12835185185182,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:17:00Z,181.39020370370366,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:18:00Z,180.1102222222223,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:19:00Z,179.05140350877187,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:20:00Z,180.78326415094335,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:21:00Z,179.04661111111105,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:22:00Z,177.18500000000006,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:23:00Z,177.70492982456142,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:24:00Z,176.84770370370376,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:25:00Z,176.50129629629626,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:26:00Z,175.81296296296293,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:27:00Z,175.97715789473676,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:28:00Z,175.53016981132083,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:29:00Z,176.93474074074075,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:30:00Z,177.82366666666675,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:31:00Z,178.02594642857153,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:32:00Z,178.39725925925924,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:33:00Z,177.5761111111112,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:34:00Z,177.24612962962968,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:35:00Z,176.47169642857142,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:36:00Z,176.43274545454537,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:37:00Z,175.4986111111111,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:38:00Z,173.930462962963,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:39:00Z,174.31359259259267,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:40:00Z,173.99112500000004,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:41:00Z,173.06800000000004,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:42:00Z,172.09711111111116,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:43:00Z,170.94087037037042,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:44:00Z,169.83403508771934,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:45:00Z,167.9077777777778,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:46:00Z,165.3287547169811,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:47:00Z,163.28622641509435,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:48:00Z,162.20629824561402,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:49:00Z,162.3739629629629,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:50:00Z,169.27642592592596,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:51:00Z,176.64150000000004,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:52:00Z,183.14564912280704,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:53:00Z,185.10500000000008,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:54:00Z,190.80940740740732,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:55:00Z,197.9813396226415,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:56:00Z,207.8268771929825,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:57:00Z,217.8502222222222,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:58:00Z,233.17962264150947,Tubing Pressure,sensors,102
,,0,2022-09-07T17:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,2022-09-07T23:58:14.409051915Z,255.02720000000002,Tubing Pressure,sensors,102

