Date UTC,Time UTC,Date Local (America/Los_Angeles),Time Local (America/Los_Angeles),Value (psi)
2020-03-25,20:23:30,2020-03-25,13:23:30,147.09146847502356
2020-03-25,20:23:31,2020-03-25,13:23:31,147.16398734402355
2020-03-25,20:23:32,2020-03-25,13:23:32,147.1117758829198
2020-03-25,20:23:33,2020-03-25,13:23:33,147.11758305797645
2020-03-25,20:23:34,2020-03-25,13:23:34,147.0320068975
2020-03-25,20:23:35,2020-03-25,13:23:35,147.00444937318395
2020-03-25,20:23:36,2020-03-25,13:23:36,146.99139208170752
2020-03-25,20:23:37,2020-03-25,13:23:37,147.00590116694812
2020-03-25,20:23:38,2020-03-25,13:23:38,146.95658444097168
2020-03-25,20:23:39,2020-03-25,13:23:39,146.88842095326416
2020-03-25,20:23:40,2020-03-25,13:23:40,146.79704647013207
2020-03-25,20:23:41,2020-03-25,13:23:41,146.8144502905
2020-03-25,20:23:42,2020-03-25,13:23:42,146.74047962773585
2020-03-25,20:23:43,2020-03-25,13:23:43,146.71147030965565
2020-03-25,20:23:44,2020-03-25,13:23:44,146.69551828305188
2020-03-25,20:23:45,2020-03-25,13:23:45,146.62445120781604
2020-03-25,20:23:46,2020-03-25,13:23:46,146.60124906479248
2020-03-25,20:23:47,2020-03-25,13:23:47,146.56353783652833
2020-03-25,20:23:48,2020-03-25,13:23:48,146.52727840202832
2020-03-25,20:23:49,2020-03-25,13:23:49,146.5098745816604
2020-03-25,20:23:50,2020-03-25,13:23:50,146.43879865402357
2020-03-25,20:23:51,2020-03-25,13:23:51,146.45621132679247
2020-03-25,20:23:52,2020-03-25,13:23:52,146.43445212513208
2020-03-25,20:23:53,2020-03-25,13:23:53,146.39528910310375
2020-03-25,20:23:54,2020-03-25,13:23:54,146.28796259336792
2020-03-25,20:23:55,2020-03-25,13:23:55,146.26910697923583
2020-03-25,20:23:56,2020-03-25,13:23:56,146.31117358879249
2020-03-25,20:23:57,2020-03-25,13:23:57,146.28651079960375
2020-03-25,20:23:58,2020-03-25,13:23:58,146.31261653015565
2020-03-25,20:23:59,2020-03-25,13:23:59,146.22994395720752
2020-03-25,20:24:00,2020-03-25,13:24:00,146.16323226326415
2020-03-25,20:24:01,2020-03-25,13:24:01,146.12406924123584
2020-03-25,20:24:02,2020-03-25,13:24:02,146.15017497178772
2020-03-25,20:24:03,2020-03-25,13:24:03,146.16613585079247
2020-03-25,20:24:04,2020-03-25,13:24:04,146.09941530444812
2020-03-25,20:24:05,2020-03-25,13:24:05,146.0167427315
2020-03-25,20:24:06,2020-03-25,13:24:06,146.02689643544812
2020-03-25,20:24:07,2020-03-25,13:24:07,146.02689643544812
2020-03-25,20:24:08,2020-03-25,13:24:08,146.05009857847168
2020-03-25,20:24:09,2020-03-25,13:24:09,146.0022424986604
2020-03-25,20:24:10,2020-03-25,13:24:10,145.97468497434437
2020-03-25,20:24:11,2020-03-25,13:24:11,145.95292577268395
